quoted_at,outward_code,representative_postcode,address1,destination_label,service_window,pickup_after,deliver_before,requested_vehicle,requested_vehicle_type,quote_status,http_status,price_net,price_gross,returned_vehicle_type,pickup_eta,delivery_eta,min_realistic_time,error
2026-05-05T04:16:57+00:00,E1,E1 7QX,77-82 Whitechapel High Street,Whitechapel Gallery,tight_15_18,2026-05-05T15:00:00+01:00,2026-05-05T18:00:00+01:00,pushbike,10,ok,200,9.40 GBP,11.28 GBP,10,2026-05-05T15:00:00+01:00,2026-05-05T15:27:29+01:00,51,
2026-05-05T04:16:57+00:00,E1,E1 7QX,77-82 Whitechapel High Street,Whitechapel Gallery,tight_15_18,2026-05-05T15:00:00+01:00,2026-05-05T18:00:00+01:00,motorcycle,20,ok,200,11.69 GBP,14.03 GBP,20,2026-05-05T15:00:00+01:00,2026-05-05T15:26:00+01:00,54,
2026-05-05T04:16:57+00:00,E1,E1 7QX,77-82 Whitechapel High Street,Whitechapel Gallery,direct_now_asap,,,pushbike,10,ok,200,9.40 GBP,11.28 GBP,10,2026-05-05T05:48:34+01:00,2026-05-05T06:16:03+01:00,51,direct flag not set; no documented quote field
2026-05-05T04:16:57+00:00,E1,E1 7QX,77-82 Whitechapel High Street,Whitechapel Gallery,direct_now_asap,,,motorcycle,20,ok,200,11.35 GBP,13.62 GBP,20,2026-05-05T05:48:35+01:00,2026-05-05T06:14:35+01:00,54,direct flag not set; no documented quote field
2026-05-05T04:16:57+00:00,N1,N1 0QH,52 Upper Street,Business Design Centre,economy_9_18,2026-05-05T09:00:00+01:00,2026-05-05T18:00:00+01:00,pushbike,10,ok,200,7.98 GBP,9.58 GBP,10,2026-05-05T09:00:00+01:00,2026-05-05T09:21:42+01:00,46,
2026-05-05T04:16:57+00:00,N1,N1 0QH,52 Upper Street,Business Design Centre,economy_9_18,2026-05-05T09:00:00+01:00,2026-05-05T18:00:00+01:00,motorcycle,20,ok,200,9.02 GBP,10.82 GBP,20,2026-05-05T09:00:00+01:00,2026-05-05T09:20:42+01:00,49,
2026-05-05T04:16:57+00:00,N1,N1 0QH,52 Upper Street,Business Design Centre,economy_12_18,2026-05-05T12:00:00+01:00,2026-05-05T18:00:00+01:00,pushbike,10,ok,200,7.98 GBP,9.58 GBP,10,2026-05-05T12:00:00+01:00,2026-05-05T12:21:42+01:00,46,
2026-05-05T04:16:57+00:00,N1,N1 0QH,52 Upper Street,Business Design Centre,economy_12_18,2026-05-05T12:00:00+01:00,2026-05-05T18:00:00+01:00,motorcycle,20,ok,200,9.02 GBP,10.82 GBP,20,2026-05-05T12:00:00+01:00,2026-05-05T12:20:42+01:00,49,
2026-05-05T04:16:57+00:00,N1,N1 0QH,52 Upper Street,Business Design Centre,tight_9_12,2026-05-05T09:00:00+01:00,2026-05-05T12:00:00+01:00,pushbike,10,ok,200,8.14 GBP,9.77 GBP,10,2026-05-05T09:00:00+01:00,2026-05-05T09:21:42+01:00,46,
2026-05-05T04:16:57+00:00,N1,N1 0QH,52 Upper Street,Business Design Centre,tight_9_12,2026-05-05T09:00:00+01:00,2026-05-05T12:00:00+01:00,motorcycle,20,ok,200,10.10 GBP,12.12 GBP,20,2026-05-05T09:00:00+01:00,2026-05-05T09:20:42+01:00,49,
2026-05-05T04:16:57+00:00,N1,N1 0QH,52 Upper Street,Business Design Centre,tight_12_15,2026-05-05T12:00:00+01:00,2026-05-05T15:00:00+01:00,pushbike,10,ok,200,8.14 GBP,9.77 GBP,10,2026-05-05T12:00:00+01:00,2026-05-05T12:21:42+01:00,46,
2026-05-05T04:16:57+00:00,N1,N1 0QH,52 Upper Street,Business Design Centre,tight_12_15,2026-05-05T12:00:00+01:00,2026-05-05T15:00:00+01:00,motorcycle,20,ok,200,10.10 GBP,12.12 GBP,20,2026-05-05T12:00:00+01:00,2026-05-05T12:20:42+01:00,49,
2026-05-05T04:16:57+00:00,N1,N1 0QH,52 Upper Street,Business Design Centre,tight_15_18,2026-05-05T15:00:00+01:00,2026-05-05T18:00:00+01:00,pushbike,10,ok,200,8.14 GBP,9.77 GBP,10,2026-05-05T15:00:00+01:00,2026-05-05T15:21:42+01:00,46,
2026-05-05T04:16:57+00:00,N1,N1 0QH,52 Upper Street,Business Design Centre,tight_15_18,2026-05-05T15:00:00+01:00,2026-05-05T18:00:00+01:00,motorcycle,20,ok,200,10.10 GBP,12.12 GBP,20,2026-05-05T15:00:00+01:00,2026-05-05T15:20:42+01:00,49,
2026-05-05T04:16:57+00:00,N1,N1 0QH,52 Upper Street,Business Design Centre,direct_now_asap,,,pushbike,10,ok,200,7.98 GBP,9.58 GBP,10,2026-05-05T05:48:48+01:00,2026-05-05T06:10:30+01:00,46,direct flag not set; no documented quote field
2026-05-05T04:16:57+00:00,N1,N1 0QH,52 Upper Street,Business Design Centre,direct_now_asap,,,motorcycle,20,ok,200,9.02 GBP,10.82 GBP,20,2026-05-05T05:48:50+01:00,2026-05-05T06:09:32+01:00,49,direct flag not set; no documented quote field
2026-05-05T04:16:57+00:00,NW1,NW1 2DB,96 Euston Road,The British Library,economy_9_18,2026-05-05T09:00:00+01:00,2026-05-05T18:00:00+01:00,pushbike,10,ok,200,7.12 GBP,8.54 GBP,10,2026-05-05T09:00:00+01:00,2026-05-05T09:16:56+01:00,41,
2026-05-05T04:16:57+00:00,NW1,NW1 2DB,96 Euston Road,The British Library,economy_9_18,2026-05-05T09:00:00+01:00,2026-05-05T18:00:00+01:00,motorcycle,20,ok,200,7.46 GBP,8.95 GBP,20,2026-05-05T09:00:00+01:00,2026-05-05T09:16:22+01:00,44,
2026-05-05T04:16:57+00:00,NW1,NW1 2DB,96 Euston Road,The British Library,economy_12_18,2026-05-05T12:00:00+01:00,2026-05-05T18:00:00+01:00,pushbike,10,ok,200,7.12 GBP,8.54 GBP,10,2026-05-05T12:00:00+01:00,2026-05-05T12:16:56+01:00,41,
2026-05-05T04:16:57+00:00,NW1,NW1 2DB,96 Euston Road,The British Library,economy_12_18,2026-05-05T12:00:00+01:00,2026-05-05T18:00:00+01:00,motorcycle,20,ok,200,7.46 GBP,8.95 GBP,20,2026-05-05T12:00:00+01:00,2026-05-05T12:16:22+01:00,44,
2026-05-05T04:16:57+00:00,NW1,NW1 2DB,96 Euston Road,The British Library,tight_9_12,2026-05-05T09:00:00+01:00,2026-05-05T12:00:00+01:00,pushbike,10,ok,200,7.12 GBP,8.54 GBP,10,2026-05-05T09:00:00+01:00,2026-05-05T09:16:56+01:00,41,
2026-05-05T04:16:57+00:00,NW1,NW1 2DB,96 Euston Road,The British Library,tight_9_12,2026-05-05T09:00:00+01:00,2026-05-05T12:00:00+01:00,motorcycle,20,ok,200,7.46 GBP,8.95 GBP,20,2026-05-05T09:00:00+01:00,2026-05-05T09:16:22+01:00,44,
2026-05-05T04:16:57+00:00,NW1,NW1 2DB,96 Euston Road,The British Library,tight_12_15,2026-05-05T12:00:00+01:00,2026-05-05T15:00:00+01:00,pushbike,10,ok,200,7.12 GBP,8.54 GBP,10,2026-05-05T12:00:00+01:00,2026-05-05T12:16:56+01:00,41,
2026-05-05T04:16:57+00:00,NW1,NW1 2DB,96 Euston Road,The British Library,tight_12_15,2026-05-05T12:00:00+01:00,2026-05-05T15:00:00+01:00,motorcycle,20,ok,200,7.46 GBP,8.95 GBP,20,2026-05-05T12:00:00+01:00,2026-05-05T12:16:22+01:00,44,
2026-05-05T04:16:57+00:00,NW1,NW1 2DB,96 Euston Road,The British Library,tight_15_18,2026-05-05T15:00:00+01:00,2026-05-05T18:00:00+01:00,pushbike,10,ok,200,7.12 GBP,8.54 GBP,10,2026-05-05T15:00:00+01:00,2026-05-05T15:16:56+01:00,41,
2026-05-05T04:16:57+00:00,NW1,NW1 2DB,96 Euston Road,The British Library,tight_15_18,2026-05-05T15:00:00+01:00,2026-05-05T18:00:00+01:00,motorcycle,20,ok,200,7.46 GBP,8.95 GBP,20,2026-05-05T15:00:00+01:00,2026-05-05T15:16:22+01:00,44,
2026-05-05T04:16:57+00:00,NW1,NW1 2DB,96 Euston Road,The British Library,direct_now_asap,,,pushbike,10,ok,200,7.12 GBP,8.54 GBP,10,2026-05-05T05:49:03+01:00,2026-05-05T06:05:59+01:00,41,direct flag not set; no documented quote field
2026-05-05T04:16:57+00:00,NW1,NW1 2DB,96 Euston Road,The British Library,direct_now_asap,,,motorcycle,20,ok,200,7.46 GBP,8.95 GBP,20,2026-05-05T05:49:04+01:00,2026-05-05T06:05:26+01:00,44,direct flag not set; no documented quote field
2026-05-05T04:16:57+00:00,SE1,SE1 9PX,Upper Ground,National Theatre,economy_9_18,2026-05-05T09:00:00+01:00,2026-05-05T18:00:00+01:00,pushbike,10,ok,200,7.12 GBP,8.54 GBP,10,2026-05-05T09:00:00+01:00,2026-05-05T09:18:06+01:00,42,
2026-05-05T04:16:57+00:00,SE1,SE1 9PX,Upper Ground,National Theatre,economy_9_18,2026-05-05T09:00:00+01:00,2026-05-05T18:00:00+01:00,motorcycle,20,ok,200,9.02 GBP,10.82 GBP,20,2026-05-05T09:00:00+01:00,2026-05-05T09:20:16+01:00,48,
2026-05-05T04:16:57+00:00,SE1,SE1 9PX,Upper Ground,National Theatre,economy_12_18,2026-05-05T12:00:00+01:00,2026-05-05T18:00:00+01:00,pushbike,10,ok,200,7.12 GBP,8.54 GBP,10,2026-05-05T12:00:00+01:00,2026-05-05T12:18:06+01:00,42,
2026-05-05T04:16:57+00:00,SE1,SE1 9PX,Upper Ground,National Theatre,economy_12_18,2026-05-05T12:00:00+01:00,2026-05-05T18:00:00+01:00,motorcycle,20,ok,200,9.02 GBP,10.82 GBP,20,2026-05-05T12:00:00+01:00,2026-05-05T12:20:16+01:00,48,
2026-05-05T04:16:57+00:00,SE1,SE1 9PX,Upper Ground,National Theatre,tight_9_12,2026-05-05T09:00:00+01:00,2026-05-05T12:00:00+01:00,pushbike,10,ok,200,7.12 GBP,8.54 GBP,10,2026-05-05T09:00:00+01:00,2026-05-05T09:18:06+01:00,42,
2026-05-05T04:16:57+00:00,SE1,SE1 9PX,Upper Ground,National Theatre,tight_9_12,2026-05-05T09:00:00+01:00,2026-05-05T12:00:00+01:00,motorcycle,20,ok,200,10.00 GBP,12.00 GBP,20,2026-05-05T09:00:00+01:00,2026-05-05T09:20:16+01:00,48,
2026-05-05T04:16:57+00:00,SE1,SE1 9PX,Upper Ground,National Theatre,tight_12_15,2026-05-05T12:00:00+01:00,2026-05-05T15:00:00+01:00,pushbike,10,ok,200,7.12 GBP,8.54 GBP,10,2026-05-05T12:00:00+01:00,2026-05-05T12:18:06+01:00,42,
2026-05-05T04:16:57+00:00,SE1,SE1 9PX,Upper Ground,National Theatre,tight_12_15,2026-05-05T12:00:00+01:00,2026-05-05T15:00:00+01:00,motorcycle,20,ok,200,10.00 GBP,12.00 GBP,20,2026-05-05T12:00:00+01:00,2026-05-05T12:20:16+01:00,48,
2026-05-05T04:16:57+00:00,SE1,SE1 9PX,Upper Ground,National Theatre,tight_15_18,2026-05-05T15:00:00+01:00,2026-05-05T18:00:00+01:00,pushbike,10,ok,200,7.12 GBP,8.54 GBP,10,2026-05-05T15:00:00+01:00,2026-05-05T15:18:06+01:00,42,
2026-05-05T04:16:57+00:00,SE1,SE1 9PX,Upper Ground,National Theatre,tight_15_18,2026-05-05T15:00:00+01:00,2026-05-05T18:00:00+01:00,motorcycle,20,ok,200,10.00 GBP,12.00 GBP,20,2026-05-05T15:00:00+01:00,2026-05-05T15:20:16+01:00,48,
2026-05-05T04:16:57+00:00,SE1,SE1 9PX,Upper Ground,National Theatre,direct_now_asap,,,pushbike,10,ok,200,7.12 GBP,8.54 GBP,10,2026-05-05T05:49:17+01:00,2026-05-05T06:07:23+01:00,42,direct flag not set; no documented quote field
2026-05-05T04:16:57+00:00,SE1,SE1 9PX,Upper Ground,National Theatre,direct_now_asap,,,motorcycle,20,ok,200,9.02 GBP,10.82 GBP,20,2026-05-05T05:49:18+01:00,2026-05-05T06:09:34+01:00,48,direct flag not set; no documented quote field
2026-05-05T04:16:57+00:00,E14,E14 5AB,One Canada Square,One Canada Square,economy_9_18,2026-05-05T09:00:00+01:00,2026-05-05T18:00:00+01:00,pushbike,10,ok,200,13.11 GBP,15.73 GBP,10,2026-05-05T09:00:00+01:00,2026-05-05T09:41:51+01:00,66,
2026-05-05T04:16:57+00:00,E14,E14 5AB,One Canada Square,One Canada Square,economy_9_18,2026-05-05T09:00:00+01:00,2026-05-05T18:00:00+01:00,motorcycle,20,ok,200,16.03 GBP,19.24 GBP,20,2026-05-05T09:00:00+01:00,2026-05-05T09:36:03+01:00,64,
2026-05-05T04:16:57+00:00,E14,E14 5AB,One Canada Square,One Canada Square,economy_12_18,2026-05-05T12:00:00+01:00,2026-05-05T18:00:00+01:00,pushbike,10,ok,200,13.11 GBP,15.73 GBP,10,2026-05-05T12:00:00+01:00,2026-05-05T12:41:51+01:00,66,
2026-05-05T04:16:57+00:00,E14,E14 5AB,One Canada Square,One Canada Square,economy_12_18,2026-05-05T12:00:00+01:00,2026-05-05T18:00:00+01:00,motorcycle,20,ok,200,16.03 GBP,19.24 GBP,20,2026-05-05T12:00:00+01:00,2026-05-05T12:36:03+01:00,64,
2026-05-05T04:16:57+00:00,E14,E14 5AB,One Canada Square,One Canada Square,tight_9_12,2026-05-05T09:00:00+01:00,2026-05-05T12:00:00+01:00,pushbike,10,ok,200,17.57 GBP,21.08 GBP,10,2026-05-05T09:00:00+01:00,2026-05-05T09:41:51+01:00,66,
2026-05-05T04:16:57+00:00,E14,E14 5AB,One Canada Square,One Canada Square,tight_9_12,2026-05-05T09:00:00+01:00,2026-05-05T12:00:00+01:00,motorcycle,20,ok,200,19.87 GBP,23.84 GBP,20,2026-05-05T09:00:00+01:00,2026-05-05T09:36:03+01:00,64,
2026-05-05T04:16:57+00:00,E14,E14 5AB,One Canada Square,One Canada Square,tight_12_15,2026-05-05T12:00:00+01:00,2026-05-05T15:00:00+01:00,pushbike,10,ok,200,17.57 GBP,21.08 GBP,10,2026-05-05T12:00:00+01:00,2026-05-05T12:41:51+01:00,66,
2026-05-05T04:16:57+00:00,E14,E14 5AB,One Canada Square,One Canada Square,tight_12_15,2026-05-05T12:00:00+01:00,2026-05-05T15:00:00+01:00,motorcycle,20,ok,200,19.87 GBP,23.84 GBP,20,2026-05-05T12:00:00+01:00,2026-05-05T12:36:03+01:00,64,
2026-05-05T04:16:57+00:00,E14,E14 5AB,One Canada Square,One Canada Square,tight_15_18,2026-05-05T15:00:00+01:00,2026-05-05T18:00:00+01:00,pushbike,10,ok,200,17.57 GBP,21.08 GBP,10,2026-05-05T15:00:00+01:00,2026-05-05T15:41:51+01:00,66,
2026-05-05T04:16:57+00:00,E14,E14 5AB,One Canada Square,One Canada Square,tight_15_18,2026-05-05T15:00:00+01:00,2026-05-05T18:00:00+01:00,motorcycle,20,ok,200,19.87 GBP,23.84 GBP,20,2026-05-05T15:00:00+01:00,2026-05-05T15:36:03+01:00,64,
2026-05-05T04:16:57+00:00,E14,E14 5AB,One Canada Square,One Canada Square,direct_now_asap,,,pushbike,10,ok,200,13.11 GBP,15.73 GBP,10,2026-05-05T05:49:30+01:00,2026-05-05T06:31:21+01:00,66,direct flag not set; no documented quote field
2026-05-05T04:16:57+00:00,E14,E14 5AB,One Canada Square,One Canada Square,direct_now_asap,,,motorcycle,20,ok,200,16.03 GBP,19.24 GBP,20,2026-05-05T05:49:31+01:00,2026-05-05T06:25:34+01:00,64,direct flag not set; no documented quote field
2026-05-05T04:16:57+00:00,W8,W8 6AG,224-238 Kensington High Street,Design Museum,economy_9_18,2026-05-05T09:00:00+01:00,2026-05-05T18:00:00+01:00,pushbike,10,ok,200,9.83 GBP,11.80 GBP,10,2026-05-05T09:00:00+01:00,2026-05-05T09:28:52+01:00,53,
2026-05-05T04:16:57+00:00,W8,W8 6AG,224-238 Kensington High Street,Design Museum,economy_9_18,2026-05-05T09:00:00+01:00,2026-05-05T18:00:00+01:00,motorcycle,20,ok,200,11.16 GBP,13.39 GBP,20,2026-05-05T09:00:00+01:00,2026-05-05T09:25:14+01:00,53,
2026-05-05T04:16:57+00:00,W8,W8 6AG,224-238 Kensington High Street,Design Museum,economy_12_18,2026-05-05T12:00:00+01:00,2026-05-05T18:00:00+01:00,pushbike,10,ok,200,9.83 GBP,11.80 GBP,10,2026-05-05T12:00:00+01:00,2026-05-05T12:28:52+01:00,53,
2026-05-05T04:16:57+00:00,W8,W8 6AG,224-238 Kensington High Street,Design Museum,economy_12_18,2026-05-05T12:00:00+01:00,2026-05-05T18:00:00+01:00,motorcycle,20,ok,200,11.16 GBP,13.39 GBP,20,2026-05-05T12:00:00+01:00,2026-05-05T12:25:14+01:00,53,
2026-05-05T04:16:57+00:00,W8,W8 6AG,224-238 Kensington High Street,Design Museum,tight_9_12,2026-05-05T09:00:00+01:00,2026-05-05T12:00:00+01:00,pushbike,10,ok,200,9.83 GBP,11.80 GBP,10,2026-05-05T09:00:00+01:00,2026-05-05T09:28:52+01:00,53,
2026-05-05T04:16:57+00:00,W8,W8 6AG,224-238 Kensington High Street,Design Museum,tight_9_12,2026-05-05T09:00:00+01:00,2026-05-05T12:00:00+01:00,motorcycle,20,ok,200,11.28 GBP,13.54 GBP,20,2026-05-05T09:00:00+01:00,2026-05-05T09:25:14+01:00,53,
2026-05-05T04:16:57+00:00,W8,W8 6AG,224-238 Kensington High Street,Design Museum,tight_12_15,2026-05-05T12:00:00+01:00,2026-05-05T15:00:00+01:00,pushbike,10,ok,200,9.83 GBP,11.80 GBP,10,2026-05-05T12:00:00+01:00,2026-05-05T12:28:52+01:00,53,
2026-05-05T04:16:57+00:00,W8,W8 6AG,224-238 Kensington High Street,Design Museum,tight_12_15,2026-05-05T12:00:00+01:00,2026-05-05T15:00:00+01:00,motorcycle,20,ok,200,11.28 GBP,13.54 GBP,20,2026-05-05T12:00:00+01:00,2026-05-05T12:25:14+01:00,53,
2026-05-05T04:16:57+00:00,W8,W8 6AG,224-238 Kensington High Street,Design Museum,tight_15_18,2026-05-05T15:00:00+01:00,2026-05-05T18:00:00+01:00,pushbike,10,ok,200,9.83 GBP,11.80 GBP,10,2026-05-05T15:00:00+01:00,2026-05-05T15:28:52+01:00,53,
2026-05-05T04:16:57+00:00,W8,W8 6AG,224-238 Kensington High Street,Design Museum,tight_15_18,2026-05-05T15:00:00+01:00,2026-05-05T18:00:00+01:00,motorcycle,20,ok,200,11.28 GBP,13.54 GBP,20,2026-05-05T15:00:00+01:00,2026-05-05T15:25:14+01:00,53,
2026-05-05T04:16:57+00:00,W8,W8 6AG,224-238 Kensington High Street,Design Museum,direct_now_asap,,,pushbike,10,ok,200,9.83 GBP,11.80 GBP,10,2026-05-05T05:49:45+01:00,2026-05-05T06:18:37+01:00,53,direct flag not set; no documented quote field
2026-05-05T04:16:57+00:00,W8,W8 6AG,224-238 Kensington High Street,Design Museum,direct_now_asap,,,motorcycle,20,ok,200,11.16 GBP,13.39 GBP,20,2026-05-05T05:49:46+01:00,2026-05-05T06:15:00+01:00,53,direct flag not set; no documented quote field
2026-05-05T04:16:57+00:00,WC2,WC2E 9DD,Bow Street,Royal Opera House,economy_9_18,2026-05-05T09:00:00+01:00,2026-05-05T18:00:00+01:00,pushbike,10,ok,200,7.12 GBP,8.54 GBP,10,2026-05-05T09:00:00+01:00,2026-05-05T09:12:36+01:00,37,
2026-05-05T04:16:57+00:00,WC2,WC2E 9DD,Bow Street,Royal Opera House,economy_9_18,2026-05-05T09:00:00+01:00,2026-05-05T18:00:00+01:00,motorcycle,20,ok,200,7.46 GBP,8.95 GBP,20,2026-05-05T09:00:00+01:00,2026-05-05T09:14:47+01:00,43,
2026-05-05T04:16:57+00:00,WC2,WC2E 9DD,Bow Street,Royal Opera House,economy_12_18,2026-05-05T12:00:00+01:00,2026-05-05T18:00:00+01:00,pushbike,10,ok,200,7.12 GBP,8.54 GBP,10,2026-05-05T12:00:00+01:00,2026-05-05T12:12:36+01:00,37,
2026-05-05T04:16:57+00:00,WC2,WC2E 9DD,Bow Street,Royal Opera House,economy_12_18,2026-05-05T12:00:00+01:00,2026-05-05T18:00:00+01:00,motorcycle,20,ok,200,7.46 GBP,8.95 GBP,20,2026-05-05T12:00:00+01:00,2026-05-05T12:14:47+01:00,43,
2026-05-05T04:16:57+00:00,WC2,WC2E 9DD,Bow Street,Royal Opera House,tight_9_12,2026-05-05T09:00:00+01:00,2026-05-05T12:00:00+01:00,pushbike,10,ok,200,7.12 GBP,8.54 GBP,10,2026-05-05T09:00:00+01:00,2026-05-05T09:12:36+01:00,37,
2026-05-05T04:16:57+00:00,WC2,WC2E 9DD,Bow Street,Royal Opera House,tight_9_12,2026-05-05T09:00:00+01:00,2026-05-05T12:00:00+01:00,motorcycle,20,ok,200,7.46 GBP,8.95 GBP,20,2026-05-05T09:00:00+01:00,2026-05-05T09:14:47+01:00,43,
2026-05-05T04:16:57+00:00,WC2,WC2E 9DD,Bow Street,Royal Opera House,tight_12_15,2026-05-05T12:00:00+01:00,2026-05-05T15:00:00+01:00,pushbike,10,ok,200,7.12 GBP,8.54 GBP,10,2026-05-05T12:00:00+01:00,2026-05-05T12:12:36+01:00,37,
2026-05-05T04:16:57+00:00,WC2,WC2E 9DD,Bow Street,Royal Opera House,tight_12_15,2026-05-05T12:00:00+01:00,2026-05-05T15:00:00+01:00,motorcycle,20,ok,200,7.46 GBP,8.95 GBP,20,2026-05-05T12:00:00+01:00,2026-05-05T12:14:47+01:00,43,
2026-05-05T04:16:57+00:00,WC2,WC2E 9DD,Bow Street,Royal Opera House,tight_15_18,2026-05-05T15:00:00+01:00,2026-05-05T18:00:00+01:00,pushbike,10,ok,200,7.12 GBP,8.54 GBP,10,2026-05-05T15:00:00+01:00,2026-05-05T15:12:36+01:00,37,
2026-05-05T04:16:57+00:00,WC2,WC2E 9DD,Bow Street,Royal Opera House,tight_15_18,2026-05-05T15:00:00+01:00,2026-05-05T18:00:00+01:00,motorcycle,20,ok,200,7.46 GBP,8.95 GBP,20,2026-05-05T15:00:00+01:00,2026-05-05T15:14:47+01:00,43,
2026-05-05T04:16:57+00:00,WC2,WC2E 9DD,Bow Street,Royal Opera House,direct_now_asap,,,pushbike,10,ok,200,7.12 GBP,8.54 GBP,10,2026-05-05T05:49:58+01:00,2026-05-05T06:02:34+01:00,37,direct flag not set; no documented quote field
2026-05-05T04:16:57+00:00,WC2,WC2E 9DD,Bow Street,Royal Opera House,direct_now_asap,,,motorcycle,20,ok,200,7.46 GBP,8.95 GBP,20,2026-05-05T05:49:59+01:00,2026-05-05T06:04:46+01:00,43,direct flag not set; no documented quote field
2026-05-05T04:16:57+00:00,N16,N16 0JR,71 Stoke Newington Church Street,Stoke Newington Town Hall,economy_9_18,2026-05-05T09:00:00+01:00,2026-05-05T18:00:00+01:00,pushbike,10,ok,200,11.97 GBP,14.36 GBP,10,2026-05-05T09:00:00+01:00,2026-05-05T09:37:42+01:00,62,
2026-05-05T04:16:57+00:00,N16,N16 0JR,71 Stoke Newington Church Street,Stoke Newington Town Hall,economy_9_18,2026-05-05T09:00:00+01:00,2026-05-05T18:00:00+01:00,motorcycle,20,ok,200,13.69 GBP,16.43 GBP,20,2026-05-05T09:00:00+01:00,2026-05-05T09:31:09+01:00,59,
2026-05-05T04:16:57+00:00,N16,N16 0JR,71 Stoke Newington Church Street,Stoke Newington Town Hall,economy_12_18,2026-05-05T12:00:00+01:00,2026-05-05T18:00:00+01:00,pushbike,10,ok,200,11.97 GBP,14.36 GBP,10,2026-05-05T12:00:00+01:00,2026-05-05T12:37:42+01:00,62,
2026-05-05T04:16:57+00:00,N16,N16 0JR,71 Stoke Newington Church Street,Stoke Newington Town Hall,economy_12_18,2026-05-05T12:00:00+01:00,2026-05-05T18:00:00+01:00,motorcycle,20,ok,200,13.69 GBP,16.43 GBP,20,2026-05-05T12:00:00+01:00,2026-05-05T12:31:09+01:00,59,
2026-05-05T04:16:57+00:00,N16,N16 0JR,71 Stoke Newington Church Street,Stoke Newington Town Hall,tight_9_12,2026-05-05T09:00:00+01:00,2026-05-05T12:00:00+01:00,pushbike,10,ok,200,14.96 GBP,17.95 GBP,10,2026-05-05T09:00:00+01:00,2026-05-05T09:37:42+01:00,62,
2026-05-05T04:16:57+00:00,N16,N16 0JR,71 Stoke Newington Church Street,Stoke Newington Town Hall,tight_9_12,2026-05-05T09:00:00+01:00,2026-05-05T12:00:00+01:00,motorcycle,20,ok,200,16.29 GBP,19.55 GBP,20,2026-05-05T09:00:00+01:00,2026-05-05T09:31:09+01:00,59,
2026-05-05T04:16:57+00:00,N16,N16 0JR,71 Stoke Newington Church Street,Stoke Newington Town Hall,tight_12_15,2026-05-05T12:00:00+01:00,2026-05-05T15:00:00+01:00,pushbike,10,ok,200,14.96 GBP,17.95 GBP,10,2026-05-05T12:00:00+01:00,2026-05-05T12:37:42+01:00,62,
2026-05-05T04:16:57+00:00,N16,N16 0JR,71 Stoke Newington Church Street,Stoke Newington Town Hall,tight_12_15,2026-05-05T12:00:00+01:00,2026-05-05T15:00:00+01:00,motorcycle,20,ok,200,16.29 GBP,19.55 GBP,20,2026-05-05T12:00:00+01:00,2026-05-05T12:31:09+01:00,59,
2026-05-05T04:16:57+00:00,N16,N16 0JR,71 Stoke Newington Church Street,Stoke Newington Town Hall,tight_15_18,2026-05-05T15:00:00+01:00,2026-05-05T18:00:00+01:00,pushbike,10,ok,200,14.96 GBP,17.95 GBP,10,2026-05-05T15:00:00+01:00,2026-05-05T15:37:42+01:00,62,
2026-05-05T04:16:57+00:00,N16,N16 0JR,71 Stoke Newington Church Street,Stoke Newington Town Hall,tight_15_18,2026-05-05T15:00:00+01:00,2026-05-05T18:00:00+01:00,motorcycle,20,ok,200,16.29 GBP,19.55 GBP,20,2026-05-05T15:00:00+01:00,2026-05-05T15:31:09+01:00,59,
2026-05-05T04:16:57+00:00,N16,N16 0JR,71 Stoke Newington Church Street,Stoke Newington Town Hall,direct_now_asap,,,pushbike,10,ok,200,11.97 GBP,14.36 GBP,10,2026-05-05T05:50:12+01:00,2026-05-05T06:27:54+01:00,62,direct flag not set; no documented quote field
2026-05-05T04:16:57+00:00,N16,N16 0JR,71 Stoke Newington Church Street,Stoke Newington Town Hall,direct_now_asap,,,motorcycle,20,ok,200,13.69 GBP,16.43 GBP,20,2026-05-05T05:50:13+01:00,2026-05-05T06:21:22+01:00,59,direct flag not set; no documented quote field
2026-05-05T04:16:57+00:00,W5,W5 5JY,The Broadway,Ealing Broadway Shopping Centre,economy_9_18,2026-05-05T09:00:00+01:00,2026-05-05T18:00:00+01:00,pushbike,10,ok,200,18.56 GBP,22.27 GBP,20,2026-05-05T09:00:00+01:00,2026-05-05T09:41:51+01:00,70,
2026-05-05T04:16:57+00:00,W5,W5 5JY,The Broadway,Ealing Broadway Shopping Centre,economy_9_18,2026-05-05T09:00:00+01:00,2026-05-05T18:00:00+01:00,motorcycle,20,ok,200,19.73 GBP,23.68 GBP,20,2026-05-05T09:00:00+01:00,2026-05-05T09:44:12+01:00,72,
2026-05-05T04:16:57+00:00,W5,W5 5JY,The Broadway,Ealing Broadway Shopping Centre,economy_12_18,2026-05-05T12:00:00+01:00,2026-05-05T18:00:00+01:00,pushbike,10,ok,200,18.56 GBP,22.27 GBP,20,2026-05-05T12:00:00+01:00,2026-05-05T12:41:51+01:00,70,
2026-05-05T04:16:57+00:00,W5,W5 5JY,The Broadway,Ealing Broadway Shopping Centre,economy_12_18,2026-05-05T12:00:00+01:00,2026-05-05T18:00:00+01:00,motorcycle,20,ok,200,19.73 GBP,23.68 GBP,20,2026-05-05T12:00:00+01:00,2026-05-05T12:44:12+01:00,72,
